Customer_ID,Customer_Name,Age,Gender,Churn
23587,Leslie Estrada,43,Female,0
40328,Amanda Lewis,42,Male,0
30365,Megan Bates,64,Male,0
19502,Travis Garcia,70,Female,1
24472,Michael Martinez,48,Female,0
28667,Mitchell Bryan,67,Male,0
44907,Gregory Ramsey,30,Male,0
23706,Kelly Sanchez,40,Male,0
30960,Lisa Miller,25,Female,0
29541,Christine Conway,43,Male,0
6004,Katherine Cameron,41,Female,0
18407,Sierra Wilson,64,Male,0
25522,Amanda Heath,33,Female,0
14025,Melissa Shah,63,Female,0
4563,Joshua Robinson,55,Male,0
48651,Kristina Reyes,25,Male,0
22230,Christopher Barton,32,Female,0
2041,Daniel Martin,58,Female,0
45961,Austin Torres,68,Female,0
32218,Gary Freeman,66,Male,0
14200,Alisha Juarez,62,Female,0
6553,Robert Dunn,51,Female,1
2741,Dr. Emily Scott,59,Female,1
24939,Steven Lang,63,Male,0
43220,Adriana Parrish,70,Female,1
36131,Tracy Braun,23,Male,0
10204,Stephanie Pacheco,39,Male,0
12800,Mrs. Carly Mata,69,Female,0
33873,Debra Stein,66,Male,0
10112,Christopher Armstrong,31,Male,0
31367,Stephanie Peters,54,Male,0
32820,Michael Mcdaniel,58,Male,0
516,Evan Arias,35,Male,1
16322,Lisa Sanchez,41,Female,1
9244,David Johnson,34,Male,0
22062,Lisa Sanchez,40,Male,0
47531,Steven Cochran,42,Female,0
32198,Catherine Jordan,24,Male,1
27048,David Hubbard,51,Female,0
38272,Andrea Jackson,67,Male,1
34034,Michele White,58,Female,0
47567,Luis Rogers,54,Male,0
29947,Brandon Brooks,63,Female,0
32848,Robert Burnett,29,Male,0
15944,Mikayla Krueger,69,Female,0
5638,Frank Anderson,26,Male,0
21725,Jennifer Gonzalez,65,Male,0
33577,Jessica Morris,54,Male,0
42926,Joanna Cooper,19,Female,1
44135,Aaron Butler,51,Male,0
17972,Terrance Stewart,25,Female,0
3739,Heather Rogers,24,Male,0
19900,Diana Baker,57,Female,0
20152,Ethan Turner,51,Female,0
7621,William Michael,27,Male,0
19310,Michael Holt,31,Female,1
5919,Rhonda Long,67,Male,0
32089,Albert Suarez,44,Male,1
35836,Deborah Gonzales,25,Female,0
23803,Jacqueline Rogers,55,Female,0
41858,Abigail Lopez,32,Female,0
19120,Michael Scott,20,Male,0
2095,Colleen Douglas,55,Male,0
35432,Joseph Dawson DDS,48,Male,1
47171,Brenda Goodman,50,Male,0
39751,Stacy Juarez,49,Female,0
35734,Matthew Black,38,Male,0
44599,Robert Brown,43,Male,0
2408,Anna Baker,43,Female,0
1276,Joseph Kelly,66,Male,1
35906,Toni Lee,49,Female,0
7448,Courtney Mcmahon,44,Male,1
35264,Stacey Acosta,48,Female,0
27534,Karen Harris,59,Female,0
6058,Caleb Cruz,19,Female,1
37649,Mathew Barnes,19,Male,0
39875,Deborah Evans,59,Female,0
16962,Rachel Blake,47,Female,0
24798,Angela Gentry,49,Female,0
13856,Julie Farley,64,Female,0
5612,Anthony Hayes,53,Male,0
36170,Jean Weaver,33,Female,0
5309,Daniel Smith,19,Female,0
13161,Ralph Vasquez,46,Male,0
34275,Donald Best,29,Female,0
17430,Sandra Lee PhD,50,Male,0
33582,Charles Miller,52,Female,0
33102,Victoria Smith,23,Male,1
27791,Deborah Nguyen,26,Male,0
11987,Robert Davis,62,Male,0
26378,Nathaniel Bishop,28,Female,0
39258,Samantha Huerta,48,Male,0
15627,Brian Valdez,69,Female,0
15992,Miss Kelsey Arias MD,43,Male,0
14936,Kelly Rice,33,Female,0
45089,Richard Rose,25,Male,0
13613,Melissa Smith,42,Female,0
43194,Peter Kim,45,Female,0
25033,Andre Meyer,53,Female,0
36668,Mr. Kevin Gray,41,Male,0
32179,Jimmy Anderson,43,Male,0
19977,Trevor Chavez,42,Male,0
25350,Jonathan Chen,46,Female,0
49611,Donald Young,63,Male,1
28212,Sheila Watson,38,Male,0
41930,Amanda Best,52,Female,1
15471,Rachel Guzman,45,Female,0
26786,Evelyn Snyder,23,Male,1
48573,Paul Campbell,27,Female,0
36163,Terri Vazquez,65,Female,0
32454,Maria Hunter,61,Male,0
17023,Hunter Ferguson,43,Male,0
41760,Javier Silva,25,Female,0
34377,Jessica Valentine,31,Male,1
23632,Nicole Reed,45,Female,0
27943,Amber Meyer,67,Male,0
37155,Johnathan Williams,57,Male,0
26143,Luis Moore,18,Male,0
48906,Michael Ferguson,37,Female,1
1257,Janet Thompson,52,Male,1
27598,Trevor Macias,46,Female,0
35976,Jessica Price,24,Female,0
49689,Jasmine Garcia,28,Male,0
34730,Robert Gonzalez,61,Female,0
15476,Kristin Marshall,48,Female,0
25893,Joshua Barajas,68,Male,0
29399,Ricky Potter,53,Male,0
16228,Thomas Garcia,39,Female,1
25261,Tamara Reid,48,Male,0
32488,Matthew Fuller,53,Male,0
16741,Andrew Morales,20,Male,0
46213,Taylor Stone,24,Male,0
37151,Michael Davis,52,Female,1
31422,Stephanie West,50,Female,0
6041,Timothy Pineda,59,Female,0
1423,Joseph Rogers,30,Female,0
31447,Joseph Armstrong,60,Male,0
4021,Jack Ross,46,Male,0
43935,Tony Gilmore,56,Female,0
49546,Amber Green,35,Female,0
15963,Walter Madden,23,Female,0
43026,Joshua Park,70,Female,0
41326,Justin Jackson,35,Male,0
40886,Nancy Gross,21,Female,0
3535,John Rodriguez,35,Female,0
27494,Michael Brennan,59,Female,0
33757,Allison Price,33,Male,0
41607,Nathan Sullivan,50,Female,0
21120,Gina Dougherty,54,Female,0
25095,Bryce Thomas,20,Male,0
35731,George Hartman,29,Female,1
18820,Cristian Johnson,51,Male,0
28427,Ian Mercado,50,Male,0
9645,John Davis,39,Female,0
18815,Stephanie Carrillo,21,Female,0
26070,Tammy Manning,41,Female,0
45532,April Riggs,30,Male,0
277,Jason Williams,28,Male,0
45479,Thomas Waller,27,Male,0
16645,Amy Campos,26,Female,0
27832,Sean Fritz,39,Female,0
26273,Ana Wilson,22,Female,1
34619,Jorge Gibson,47,Male,0
30524,Kathryn Kane,64,Male,0
4155,Chad Ramirez,64,Male,0
10559,Wayne Clark,18,Male,1
18402,Stacey Zuniga,52,Female,0
33650,Melissa Nguyen,29,Male,0
15199,Mariah Garza,70,Male,0
29736,Jasmine Wolf,56,Male,1
41493,James Logan,38,Male,0
17446,Becky Taylor,29,Female,0
13394,Ms. Erica Olson,39,Male,0
37144,Trevor Bowen,19,Female,0
39457,Monica Ruiz,20,Female,0
40210,Jacqueline Benson,35,Male,1
13861,Alexa Castaneda,60,Female,0
32516,Ashley Hamilton,64,Male,0
2391,Nancy Nichols,47,Male,0
10512,Brooke Flores,47,Male,0
26213,Tracy Higgins,35,Female,0
19405,Margaret Kelly,61,Male,1
13297,Daniel Garner,34,Female,0
8764,James Norman,24,Female,1
36229,Jessica Miller,37,Female,0
1380,Jay Guzman,36,Male,0
12705,Alex Sawyer,22,Male,0
1212,Rodney Davis,23,Male,0
9947,Dr. Kyle Whitaker,60,Male,0
21554,Brian Gonzalez,70,Female,0
31123,Robert Carpenter,59,Female,0
37253,Deanna Hernandez,50,Female,0
20871,Mark Jenkins,66,Female,0
38103,Holly Hansen,23,Male,0
36841,James Johnson,39,Male,0
7727,Carlos Chang,67,Female,0
13060,Brian Scott,46,Female,0
40373,Barbara Garner,43,Male,1
19343,Amanda Gutierrez,29,Male,0
15186,Christina Wright,21,Male,0
5489,David Reed,56,Male,0
29887,Natasha Li,42,Female,0
33336,Douglas Hughes,40,Male,0
722,Elaine Walker,20,Female,0
40420,Taylor Nelson,25,Male,0
29565,Jean Allen,38,Male,0
27581,Danielle Doyle,55,Female,1
37914,Tanner Trujillo,30,Female,1
14386,Angela Scott,35,Male,0
35974,Jeffrey Jackson,35,Female,0
37984,Todd Gomez,36,Female,0
26244,Catherine Morris,66,Male,1
1899,Matthew Dixon,68,Female,0
9050,Connie Sanchez,23,Male,0
32319,Suzanne Zamora,23,Male,0
43690,Dominique Willis,58,Female,0
42774,Jerome Griffin,69,Male,0
16315,Robert Johnson,31,Female,0
40370,Pamela Brown,25,Male,0
48678,Jose Roman,70,Male,1
9932,Tara Brooks,69,Male,0
47055,Daniel Lyons,28,Female,0
18710,John Clark,70,Female,0
10732,Carly Bishop,66,Female,0
5732,Richard Tucker,60,Female,1
40024,Troy Price,62,Female,1
25115,Megan Castro,63,Male,0
36497,Daniel Patrick,38,Male,0
21588,Vincent Collins,49,Male,0
24855,Amanda Stone,20,Male,0
28454,Nicole Petersen,59,Male,0
30024,Austin Woods,47,Female,0
45280,Christine Henry,37,Female,0
5687,John Morgan,48,Female,0
44768,Justin Rodriguez,37,Female,0
24719,Dustin Cruz MD,31,Male,0
40058,Edgar Wells,68,Female,0
12816,Victor Thornton,62,Female,1
44708,Joshua Mullins,59,Female,1
27238,Sandra Coleman,26,Male,0
6682,Dustin Burton,25,Female,0
3944,Steven Hanson,60,Female,0
31491,Robert Garcia,61,Female,0
43929,Emily Robertson,18,Male,0
5025,Tara Gordon,59,Female,0
40965,Suzanne Booth,53,Female,0
31101,Christy Rocha,62,Female,0
482,Renee Ramirez,68,Male,0
21823,Stephanie Rodriguez,23,Female,0
26405,Lisa Williams,61,Male,0
4588,Anne Smith,61,Male,0
8038,Nathan Tucker,23,Male,0
29018,Holly Ellis,25,Female,0
4320,Jennifer Ramirez,70,Female,1
45459,David Conner,27,Male,0
23696,Jeremy Perez,55,Female,0
21159,John Johnson,18,Female,0
49752,Nancy Mclaughlin,23,Male,0
7730,Theodore Walker,29,Female,0
31404,William Mills,39,Female,0
38972,Scott Galvan,21,Female,0
14623,Todd Ballard,44,Male,0
49978,Joe Deleon,52,Female,0
9266,Amanda Hobbs,25,Male,1
13764,Anita Marshall,25,Female,0
11347,Lindsey Turner,44,Female,0
19458,James Robertson,30,Female,0
14772,Mrs. Holly Pope,70,Male,0
5917,John Smith,56,Male,0
7072,Andrea Gutierrez,41,Female,0
26340,Shelly Johnston,51,Female,0
27758,Mary Wagner,26,Male,0
25728,Michelle Stanley,57,Male,0
12569,Julie Thomas,18,Female,0
17725,Jennifer Santana,56,Female,0
18373,David Cruz,22,Female,0
43312,Russell Green,61,Male,0
15662,Sharon Graham,49,Male,0
9198,Cindy Cook,38,Female,0
16948,William Martinez,29,Female,0
11804,Kathleen Mahoney,49,Female,0
39041,Jacqueline Haley,63,Female,0
22249,Mandy Kelley,57,Male,0
15674,Rebecca Sampson,27,Male,0
46156,Patrick Sanchez,55,Male,0
36433,Rodney Huang,43,Female,0
41160,Kevin Welch,65,Male,0
13547,Michelle Sweeney,69,Male,1
11729,Dennis Becker,41,Male,0
11423,Brandon Velasquez,38,Male,1
36914,Antonio Saunders,27,Female,0
27812,Caitlin Welch,67,Male,0
44961,Larry Nichols,59,Female,1
39340,Dr. John Mitchell,18,Male,0
18803,Jeffrey Gardner,56,Male,0
7872,Matthew Atkinson,45,Male,0
1844,Jenna Roberts,59,Male,0
3578,Samuel Mata,51,Male,1
6319,Warren Wiley,65,Male,0
42869,Jason Woods,29,Female,0
10381,Isaiah Silva,20,Female,0
15494,Dr. Angela Smith,24,Female,0
43014,Diane Levy,59,Male,0
45844,Lisa Poole,64,Female,1
32168,Tiffany Smith,22,Female,0
47159,Ms. Latoya Smith,49,Male,0
35719,Brandy Lawson,55,Male,0
2033,Wendy Berger,45,Male,0
14101,George Perez,66,Male,0
35562,Catherine Barber,64,Male,0
25914,Karen Reese,55,Male,0
46104,Morgan King,41,Female,1
1291,Kevin Marsh,65,Female,0
8759,Penny Downs,70,Female,0
43560,Jessica Wallace,28,Male,0
14450,Julia Hanna,30,Male,0
33993,Heather Sanders,38,Male,0
24088,Lisa Mcdowell,44,Female,0
30038,Jordan Doyle,64,Male,0
42891,Tina Smith,62,Male,0
14820,Jordan Moore,23,Male,0
47286,Katherine Fitzpatrick,39,Female,1
9834,Alexis Williams,27,Male,0
27555,Kimberly Hess,44,Male,0
3267,Jessica Allen,20,Female,1
125,Matthew Harrell,46,Female,0
8458,Erica Scott,33,Male,0
32793,Ashley Andrews,21,Male,0
3362,Amanda Hodges,48,Male,0
5376,Sarah Rios,54,Male,0
41821,Christina Wood,63,Male,0
48178,Christine Bailey,58,Male,0
45932,Brian Erickson,29,Male,0
25047,Tyler Klein,32,Male,0
43331,Amanda Duran,29,Male,0
44749,Alan Rice,63,Male,0
32461,Brett Simmons,61,Female,0
42006,Daniel Brown,52,Male,1
31534,Joseph Wang,35,Female,0
19529,Jeffrey Brown,43,Male,0
36849,Paul Santos,32,Female,1
31346,Nathaniel Mueller,63,Male,1
29142,Annette Hansen DVM,49,Female,0
42670,Annette Gallagher,52,Male,0
48257,William Clark,45,Male,0
30361,Jennifer Ortiz,36,Male,0
9943,Laurie Kramer,26,Male,0
21690,Matthew Coleman,33,Male,1
33094,Jacqueline Snyder,33,Female,0
27120,Zachary Vasquez,27,Female,0
28206,Charles Macias,62,Male,1
12730,Gina Davis,26,Male,1
9335,Rachel Glover,52,Male,1
19219,Mark Harris,36,Male,1
22803,Christopher Wiley,50,Male,0
48706,Roberto Copeland,37,Female,1
24586,Jason Gardner,56,Female,0
39533,Maria Wilkinson,66,Female,0
209,Patricia Morrow,66,Male,0
27694,Ivan Reynolds,62,Female,0
6665,Laura Murillo,31,Female,0
30697,Shawn Price,60,Female,0
46939,Peter Andrews,40,Female,0
49559,Jon Brown,29,Male,0
42956,Shelly Edwards MD,68,Female,0
6908,Anna Freeman,44,Male,0
39089,Zachary Foster,62,Female,0
19836,Katelyn Greene,21,Female,0
23212,Bruce Jones,46,Female,1
41178,Taylor Moore,24,Male,0
45458,Cynthia Obrien,58,Male,1
12109,Sarah Chang,19,Male,1
14440,David Bass,52,Female,0
6999,Erin Dennis,54,Female,0
547,Holly Hall,19,Female,0
9745,Rachel Frank,65,Female,0
30812,Kristin Moore,24,Female,0
35555,Luis Ramirez,19,Female,1
46398,Ryan Jones,32,Male,0
48378,Jennifer Schroeder,28,Male,0
36013,Jamie Willis,59,Male,0
13792,David Solis,26,Female,0
36700,Chelsea Peterson,28,Male,0
45531,Stacy Collins,50,Female,0
22680,Nicole Jones,38,Male,0
2684,Angela Duarte,65,Female,0
25617,Kevin Meadows,31,Male,1
1657,James Petty,49,Male,0
27119,Lance Gomez,39,Female,0
21806,Charles Lee,39,Male,0
4475,Javier Smith,48,Female,0
20053,Gregory Pitts,36,Male,0
13479,Dana Bernard,36,Male,1
29255,John Horton,34,Male,0
25647,Travis Walker,50,Male,0
43745,Mary Martinez,61,Male,0
26345,Leslie Cooper,20,Male,0
19634,Natalie Nguyen,56,Male,0
27800,Susan Davis,64,Male,1
9222,Tina Tucker,19,Male,0
30203,Jonathan Chang,30,Female,1
45071,Blake Anderson,68,Male,0
16478,Matthew Williams,50,Female,0
34512,Matthew Delgado,57,Male,0
37461,Kayla Jackson DDS,60,Male,0
30224,Jasmine Reed,69,Female,0
36198,Chris Daniels,22,Female,1
39677,Zachary Powell,24,Female,1
42797,David Diaz,22,Female,0
42688,Shawna Sharp,53,Male,0
18223,Jason Jones,46,Male,0
130,Ashley Wilson,37,Female,0
37126,Julie Armstrong,69,Female,0
34323,Victoria Johnston,55,Female,1
34745,Casey Crawford,43,Female,0
25944,Susan Martinez DDS,70,Female,0
49475,Michael Valencia,27,Female,0
21425,Dana Anderson,23,Female,0
47251,Eric Wilson,61,Female,0
43539,Terry Jennings,61,Male,0
5087,Rachel Williams,32,Female,1
32844,Pamela Pennington,42,Female,0
41608,Ryan Lopez,24,Male,0
22105,Philip Parker,31,Female,0
45927,Melissa Lambert,69,Male,0
38205,Kathleen Stanley,47,Male,0
4229,Michael Johnson,24,Female,0
14391,Patricia Smith,59,Female,0
23775,Gregory Swanson,67,Female,0
18991,David Gibson,27,Male,0
43391,Bryan Henry,22,Male,1
30564,Emma Jones,62,Male,0
6774,Derrick Curtis,69,Female,1
10467,Jeremy Flores,31,Female,0
49898,James Farmer,48,Male,0
25630,Brandon Shaw,20,Female,0
19187,Connor Rose,30,Male,0
31394,Sheryl Hernandez,70,Male,0
32608,Julie Rangel,21,Female,0
22175,Joseph Turner,31,Male,0
30382,Benjamin Foster,62,Male,0
29844,Laura Williams,47,Female,1
4545,Brooke Goodwin,36,Female,0
9996,Kelly Parker,62,Male,1
21549,Kirk Stokes,64,Male,0
39181,Joshua Weeks,39,Female,0
8449,Jenny Blankenship,60,Male,0
33424,Kathleen Bowers,42,Female,0
23149,Beth Stone,49,Male,0
17306,Courtney Hernandez,23,Female,0
49613,Christine Garcia,67,Female,0
38149,Abigail Andrade,41,Male,0
45360,Sue Cook,25,Female,0
46645,Courtney Brown,60,Female,0
21884,Angela King,34,Male,0
29075,Michelle Lopez,55,Male,0
47627,Donald Mcguire,21,Female,0
49306,Raymond Harper,23,Male,0
30416,Jacob Lewis,47,Male,1
29593,Angelica Johnson,67,Female,0
24568,Amanda Martinez,21,Male,1
28047,James Sanchez,39,Female,0
19651,Mary Castillo,19,Male,1
43782,John Conley,69,Female,0
41727,Shane Keller,21,Female,0
39030,Sherry Allen,24,Male,0
39540,Jaclyn Davies,66,Female,1
22183,Kenneth Ortiz,64,Male,1
11461,Mark Jenkins,42,Male,1
33080,Thomas Snyder,26,Female,1
19774,John Hansen,40,Female,0
28496,Michelle Stewart,25,Female,0
18066,Sarah Dixon,25,Male,0
34957,Dr. David Hayes,56,Male,0
45701,Travis Rodriguez,35,Female,1
28279,Andrew Long,58,Female,1
27987,Jennifer Oliver,56,Female,1
28754,Michael Nixon,42,Male,0
5400,Melissa Lee,46,Male,0
8546,Linda Wilson,55,Female,0
39133,Andrew Richmond,53,Male,0
24807,Megan Martinez,49,Female,0
20269,Heidi Garrison DDS,24,Male,0
49139,Erik Patterson,20,Female,0
46356,Lauren Edwards,69,Female,1
15397,Danielle Wells DVM,18,Female,0
1954,Jessica Bailey MD,68,Male,1
20880,Brandon Jenkins,40,Male,1
14615,Darryl Clay,54,Male,0
35061,Brandon Castro,64,Female,0
46601,Jennifer Flowers,21,Female,1
43747,Daniel Krueger,28,Male,0
35153,Cameron Buckley,40,Male,0
26562,Brian Wiggins,19,Female,0
1023,Jamie Jones,20,Female,1
21444,Elizabeth Terry,28,Male,0
32291,Elizabeth Robinson,43,Female,0
44143,George Johnson,54,Male,0
9161,Judy Russell,41,Male,0
24854,Jamie Soto,48,Female,0
3241,Matthew Robinson,66,Female,0
23279,Amber Watkins,58,Male,0
41996,Lori Lane,36,Female,1
27010,Steven Welch,68,Female,0
11936,Christopher Flores,58,Female,0
11712,Renee Wilson,50,Male,0
34232,Jaime Edwards,35,Female,0
43721,Joshua Gonzalez,47,Female,0
8829,Peter Cooper,29,Female,1
4743,James Lucas,57,Female,0
16986,Wesley Powell,61,Female,1
30410,Daniel Hancock,60,Female,0
37000,Ethan Nelson,36,Female,0
24553,Patricia Lee,69,Male,0
8075,Oscar Montoya,61,Female,0
4128,Brendan Carey,24,Male,0
39883,Thomas Davis,35,Male,0
38135,Denise Meyers PhD,60,Female,0
32272,Mr. Joshua Carr,41,Female,0
44178,Anita Murillo,67,Male,1
40151,Kristen Strong,36,Male,0
17362,Cassandra Williams,60,Male,0
11155,Tyler Trujillo,29,Female,1
36416,Elaine Patton,45,Female,0
28199,Vanessa Morgan,18,Male,0
40677,Denise Perez,46,Male,0
23094,Edward Cunningham,27,Male,0
24902,Patricia Rich,36,Female,0
34720,Laura Powers,57,Female,0
42843,Kimberly Johnson,58,Male,1
37563,Crystal Gonzales,45,Female,0
45095,Stephanie Johnson,25,Male,1
14917,Valerie Kramer,43,Female,0
2972,Darryl Golden,64,Male,0
48977,Maria George,44,Male,0
4059,Sarah Poole,35,Female,1
35147,Pamela Watkins,49,Male,1
6899,Mrs. Nicole Johnson MD,25,Male,0
5663,Rebecca Reed,27,Male,1
5265,Jennifer Grant MD,59,Male,0
23606,Sarah Oneal,25,Female,0
40498,Amber Kelly,32,Male,0
22108,Robert Heath,50,Male,0
37371,Renee Crosby,54,Female,0
39230,Mrs. Wendy Webb,65,Female,0
18035,Terry Johnson,25,Female,0
24109,Jennifer Scott,51,Female,0
37052,Valerie Wallace,20,Male,0
33157,Kimberly Munoz,42,Male,0
25338,Jessica Armstrong,23,Male,0
7044,Kayla Smith,34,Female,0
19724,Paul Kennedy,70,Female,0
22745,Adam Smith,41,Female,1
36235,Anthony Nunez,51,Female,0
30520,George Smith,33,Female,0
38842,Heather Smith,23,Male,0
19008,Katelyn Johnson,65,Female,0
15602,Lisa Gonzalez,38,Male,0
12954,Monica Ramirez,33,Female,0
34066,Leslie Coffey,42,Male,0
3473,Nancy Cunningham,59,Male,0
25098,Heather Norman,27,Female,1
9153,Allison Guzman,48,Male,0
4341,Steven Hutchinson,55,Female,0
17040,Andrew Allen,40,Female,0
